annotator,row_num,card_id,source_card_id,assignment
1,58,990ec7fadf1d,gsm8k_internlm2_7b_reward_007,"product->A,gm->B"
1,59,5e31b512047a,gsm8k_internlm2_7b_reward_034,"product->A,gm->B"
1,60,ffd4bad29048,math500_internlm2_7b_reward_081,"gm->A,product->B"
1,61,f550223045e2,math500_internlm2_7b_reward_075,"product->A,gm->B"
1,62,e4e81431fcd3,math500_skywork_prm_046,"gm->A,product->B"
1,63,0dc468dbb6aa,gsm8k_internlm2_7b_reward_043,"product->A,gm->B"
1,64,51fafe0c35b0,math500_internlm2_7b_reward_041,"product->A,gm->B"
1,65,3fd67f264930,gsm8k_skywork_prm_013,"product->A,gm->B"
1,66,40d49b8991f2,gsm8k_internlm2_7b_reward_093,"gm->A,product->B"
1,67,fa746c447420,math500_skywork_prm_060,"gm->A,product->B"
1,68,d97571a24bbb,math500_internlm2_7b_reward_013,"product->A,gm->B"
1,69,932dedf9ebb8,math500_skywork_prm_050,"gm->A,product->B"
1,70,477d4668937a,math500_internlm2_7b_reward_039,"product->A,gm->B"
1,71,99614891475b,gsm8k_internlm2_7b_reward_058,"gm->A,product->B"
1,72,a78bc1193253,gsm8k_internlm2_7b_reward_020,"gm->A,product->B"
1,73,1629ea4fd800,math500_internlm2_7b_reward_060,"product->A,gm->B"
1,74,e4542cf5c9cc,gsm8k_skywork_prm_086,"product->A,gm->B"
1,75,2c4a69a71dd4,gsm8k_skywork_prm_009,"gm->A,product->B"
1,76,9f6e61392251,math500_internlm2_7b_reward_095,"gm->A,product->B"
1,77,4e49c019b9ec,gsm8k_skywork_prm_056,"gm->A,product->B"
1,78,d4c8945551d9,gsm8k_internlm2_7b_reward_014,"gm->A,product->B"
1,79,c71cfd5554ab,math500_internlm2_7b_reward_006,"gm->A,product->B"
1,80,acf66429f6bc,math500_internlm2_7b_reward_028,"gm->A,product->B"
1,81,d01eca5053df,math500_internlm2_7b_reward_078,"product->A,gm->B"
1,82,3b20eced41e1,gsm8k_internlm2_7b_reward_002,"gm->A,product->B"
1,83,ccb3ac97a880,gsm8k_skywork_prm_008,"product->A,gm->B"
1,84,1cf349eae04e,gsm8k_internlm2_7b_reward_006,"product->A,gm->B"
1,85,c099765b56a2,math500_internlm2_7b_reward_032,"product->A,gm->B"
1,86,6891337dc624,math500_internlm2_7b_reward_025,"gm->A,product->B"
1,87,64cdff8dd526,gsm8k_skywork_prm_081,"gm->A,product->B"
1,88,a055f8dc31ca,math500_internlm2_7b_reward_012,"product->A,gm->B"
1,89,6f5648236980,gsm8k_skywork_prm_073,"gm->A,product->B"
1,90,204013c12887,math500_skywork_prm_058,"product->A,gm->B"
1,91,a76ceb28dc4e,gsm8k_internlm2_7b_reward_019,"product->A,gm->B"
1,92,853a65dd7f88,gsm8k_internlm2_7b_reward_082,"product->A,gm->B"
1,93,dde4c87fc50a,math500_internlm2_7b_reward_026,"gm->A,product->B"
1,94,079e63f9072c,gsm8k_internlm2_7b_reward_046,"product->A,gm->B"
1,95,5cec2acb1f36,gsm8k_internlm2_7b_reward_004,"gm->A,product->B"
1,96,42de4ca83a1f,gsm8k_internlm2_7b_reward_052,"gm->A,product->B"
1,97,fd20ea573003,gsm8k_skywork_prm_069,"gm->A,product->B"
1,98,de8bb5c383ad,math500_skywork_prm_054,"gm->A,product->B"
1,99,eb2829a3e225,math500_skywork_prm_001,"gm->A,product->B"
1,100,145100c57385,math500_skywork_prm_052,"product->A,gm->B"
1,101,0e2966a96f8f,math500_skywork_prm_070,"gm->A,product->B"
1,102,831ca0d3e405,gsm8k_internlm2_7b_reward_040,"product->A,gm->B"
1,103,2d4a6b05e613,gsm8k_internlm2_7b_reward_055,"product->A,gm->B"
1,104,459b41804365,math500_internlm2_7b_reward_088,"gm->A,product->B"
1,105,f3e947063a1d,math500_skywork_prm_038,"gm->A,product->B"
1,106,d404cd86343f,gsm8k_skywork_prm_100,"gm->A,product->B"
1,107,14db67a05b01,gsm8k_skywork_prm_038,"product->A,gm->B"
1,108,25364fa9fb91,math500_internlm2_7b_reward_024,"gm->A,product->B"
1,109,39283cbc4b2b,math500_skywork_prm_015,"gm->A,product->B"
1,110,1e0765a6c0df,math500_skywork_prm_004,"gm->A,product->B"
1,111,18f14679ea50,gsm8k_skywork_prm_035,"gm->A,product->B"
1,112,253a23c9c2bb,math500_skywork_prm_048,"product->A,gm->B"
1,113,7ab4391a06ad,math500_skywork_prm_017,"gm->A,product->B"
1,114,27af93a341ef,math500_skywork_prm_066,"product->A,gm->B"
1,115,7c8075a57a50,math500_skywork_prm_020,"gm->A,product->B"
1,116,1af976087535,gsm8k_internlm2_7b_reward_091,"gm->A,product->B"
1,117,0cd074a1469f,gsm8k_skywork_prm_016,"product->A,gm->B"
1,118,2a824851dcf1,math500_skywork_prm_025,"gm->A,product->B"
1,119,3ee0887027e6,math500_internlm2_7b_reward_090,"product->A,gm->B"
1,120,09c62ddb64eb,gsm8k_internlm2_7b_reward_062,"product->A,gm->B"
1,121,b65a2542f27e,math500_skywork_prm_006,"product->A,gm->B"
1,122,d177ef91678d,gsm8k_skywork_prm_036,"gm->A,product->B"
1,123,22832fa842d3,gsm8k_skywork_prm_025,"gm->A,product->B"
1,124,87377a38dbc2,math500_internlm2_7b_reward_020,"product->A,gm->B"
1,125,3a84d3790ef5,math500_internlm2_7b_reward_097,"gm->A,product->B"
1,126,aeb9ec0ad787,math500_internlm2_7b_reward_040,"product->A,gm->B"
1,127,ee0c7621ff10,gsm8k_internlm2_7b_reward_027,"product->A,gm->B"
1,128,3e94a82c1f3c,math500_internlm2_7b_reward_046,"product->A,gm->B"
1,129,c2d4706fab0f,gsm8k_skywork_prm_070,"product->A,gm->B"
1,130,6de0c2e14368,math500_skywork_prm_036,"gm->A,product->B"
1,131,2b21da93529f,gsm8k_skywork_prm_049,"gm->A,product->B"
1,132,2d3b58de0989,math500_skywork_prm_008,"gm->A,product->B"
1,133,56f9d0440194,gsm8k_internlm2_7b_reward_078,"gm->A,product->B"
1,134,3771b630c0f4,math500_skywork_prm_072,"gm->A,product->B"
1,135,dd5ff5cfe7fd,math500_internlm2_7b_reward_017,"gm->A,product->B"
1,136,16fff55a12e8,gsm8k_skywork_prm_094,"product->A,gm->B"
1,137,af509ace1dbc,math500_skywork_prm_012,"gm->A,product->B"
1,138,86e1923e66ab,gsm8k_internlm2_7b_reward_099,"gm->A,product->B"
1,139,03884f35ee30,gsm8k_internlm2_7b_reward_088,"gm->A,product->B"
1,140,c9b90e6459b9,math500_internlm2_7b_reward_045,"gm->A,product->B"
1,141,20da3912882e,gsm8k_skywork_prm_079,"gm->A,product->B"
1,142,878f1ca78fcc,math500_internlm2_7b_reward_061,"gm->A,product->B"
1,143,c050737d135b,math500_skywork_prm_039,"gm->A,product->B"
1,144,5fb8ba77941e,math500_skywork_prm_051,"gm->A,product->B"
1,145,d672e23e67fe,gsm8k_internlm2_7b_reward_026,"gm->A,product->B"
1,146,69f4162efe62,math500_internlm2_7b_reward_001,"gm->A,product->B"
1,147,92fc7e95eb5e,gsm8k_skywork_prm_041,"gm->A,product->B"
1,148,92493ba5e5de,math500_skywork_prm_009,"product->A,gm->B"
1,149,f25badf92003,math500_skywork_prm_029,"gm->A,product->B"
1,150,435e932aef3c,gsm8k_internlm2_7b_reward_060,"product->A,gm->B"
1,151,44cff86c1fd5,math500_internlm2_7b_reward_002,"product->A,gm->B"
1,152,ea9e7e5f9ca5,gsm8k_skywork_prm_066,"product->A,gm->B"
1,153,25c211f41e97,math500_internlm2_7b_reward_091,"product->A,gm->B"
1,154,c565dbc8212d,gsm8k_skywork_prm_083,"gm->A,product->B"
1,155,f5aa9f1feeb7,gsm8k_internlm2_7b_reward_023,"product->A,gm->B"
1,156,c9c0ae612b9f,math500_skywork_prm_024,"gm->A,product->B"
1,157,09430744a2de,gsm8k_skywork_prm_019,"product->A,gm->B"
1,158,a70ec4e683d8,gsm8k_skywork_prm_090,"gm->A,product->B"
1,159,90b78afe3377,math500_internlm2_7b_reward_077,"product->A,gm->B"
1,160,a0d102eae822,gsm8k_internlm2_7b_reward_087,"gm->A,product->B"
1,161,e802289004fb,gsm8k_internlm2_7b_reward_048,"product->A,gm->B"
1,162,3003f4a02fe7,gsm8k_skywork_prm_074,"gm->A,product->B"
1,163,69a66decafad,math500_internlm2_7b_reward_096,"gm->A,product->B"
1,164,e466a3646393,gsm8k_skywork_prm_080,"product->A,gm->B"
1,165,0a749f8f5420,math500_skywork_prm_013,"product->A,gm->B"
1,166,bed59e202f6d,math500_skywork_prm_056,"gm->A,product->B"
1,167,74c913ef4dd4,gsm8k_internlm2_7b_reward_013,"gm->A,product->B"
1,168,53fc5a8ed2a5,gsm8k_internlm2_7b_reward_065,"gm->A,product->B"
1,169,74cd700a351f,gsm8k_internlm2_7b_reward_053,"gm->A,product->B"
1,170,d8d9eebe9620,gsm8k_skywork_prm_039,"product->A,gm->B"
1,171,e1bac3dd0af8,math500_skywork_prm_030,"gm->A,product->B"
1,172,a5fbc3bb93ff,math500_internlm2_7b_reward_003,"gm->A,product->B"
1,173,0242beca5c4e,math500_internlm2_7b_reward_011,"product->A,gm->B"
1,174,6433626d30d7,gsm8k_skywork_prm_068,"product->A,gm->B"
1,175,bb8e63a9d708,gsm8k_skywork_prm_047,"product->A,gm->B"
1,176,82115501d48b,gsm8k_skywork_prm_099,"gm->A,product->B"
1,177,aa0b43485e27,gsm8k_skywork_prm_028,"gm->A,product->B"
1,178,743420f54d1b,math500_internlm2_7b_reward_031,"product->A,gm->B"
1,179,9dbcef439812,math500_internlm2_7b_reward_085,"gm->A,product->B"
1,180,78bf1abb3511,gsm8k_internlm2_7b_reward_032,"product->A,gm->B"
1,181,e8f5bf6eb540,gsm8k_internlm2_7b_reward_010,"gm->A,product->B"
1,182,ffd4b90a8514,math500_internlm2_7b_reward_044,"gm->A,product->B"
1,183,55856d7b21a3,gsm8k_skywork_prm_052,"product->A,gm->B"
1,184,8c43ec4d9c76,gsm8k_skywork_prm_062,"product->A,gm->B"
1,185,5de526b5eea0,math500_skywork_prm_057,"gm->A,product->B"
1,186,32c985a29c68,math500_skywork_prm_016,"gm->A,product->B"
1,187,8309adbc1418,math500_internlm2_7b_reward_062,"gm->A,product->B"
1,188,edc0e56e470b,math500_skywork_prm_061,"product->A,gm->B"
1,189,d3516a6d174f,gsm8k_skywork_prm_048,"gm->A,product->B"
1,190,d11b185d7c08,gsm8k_skywork_prm_050,"gm->A,product->B"
1,191,9630a89fb8c7,gsm8k_internlm2_7b_reward_086,"gm->A,product->B"
1,192,6dd70d7b8d46,math500_internlm2_7b_reward_048,"gm->A,product->B"
1,193,6b2c5ad11b3e,gsm8k_skywork_prm_002,"product->A,gm->B"
1,194,0267933b147e,gsm8k_skywork_prm_053,"product->A,gm->B"
1,195,c657431ed4ec,math500_internlm2_7b_reward_050,"product->A,gm->B"
1,196,26782667093a,math500_internlm2_7b_reward_073,"product->A,gm->B"
1,197,78da0ce862e1,gsm8k_internlm2_7b_reward_029,"product->A,gm->B"
1,198,6c44d8f70e87,math500_internlm2_7b_reward_083,"gm->A,product->B"
1,199,0430ab6d1ede,gsm8k_internlm2_7b_reward_069,"product->A,gm->B"
1,200,2dabf74745e2,math500_internlm2_7b_reward_027,"product->A,gm->B"
2,1,878f1ca78fcc,math500_internlm2_7b_reward_061,"product->A,gm->B"
2,2,0e2966a96f8f,math500_skywork_prm_070,"gm->A,product->B"
2,3,dc81af2746e2,math500_internlm2_7b_reward_094,"gm->A,product->B"
2,4,6dd70d7b8d46,math500_internlm2_7b_reward_048,"gm->A,product->B"
2,5,18f14679ea50,gsm8k_skywork_prm_035,"product->A,gm->B"
2,6,dd5ff5cfe7fd,math500_internlm2_7b_reward_017,"gm->A,product->B"
2,7,0a749f8f5420,math500_skywork_prm_013,"product->A,gm->B"
2,8,2d4a6b05e613,gsm8k_internlm2_7b_reward_055,"gm->A,product->B"
2,9,64cdff8dd526,gsm8k_skywork_prm_081,"gm->A,product->B"
2,10,0242beca5c4e,math500_internlm2_7b_reward_011,"gm->A,product->B"
2,11,69f4162efe62,math500_internlm2_7b_reward_001,"gm->A,product->B"
2,12,9f6e61392251,math500_internlm2_7b_reward_095,"product->A,gm->B"
2,13,09430744a2de,gsm8k_skywork_prm_019,"gm->A,product->B"
2,14,cb67057171c0,math500_skywork_prm_047,"product->A,gm->B"
2,15,26782667093a,math500_internlm2_7b_reward_073,"product->A,gm->B"
2,16,22832fa842d3,gsm8k_skywork_prm_025,"gm->A,product->B"
2,17,c9c0ae612b9f,math500_skywork_prm_024,"product->A,gm->B"
2,18,ab0aa14b0439,math500_skywork_prm_031,"gm->A,product->B"
2,19,2b21da93529f,gsm8k_skywork_prm_049,"gm->A,product->B"
2,20,c8a3c0be29bf,gsm8k_internlm2_7b_reward_035,"gm->A,product->B"
2,21,ee0c7621ff10,gsm8k_internlm2_7b_reward_027,"product->A,gm->B"
2,22,5e31b512047a,gsm8k_internlm2_7b_reward_034,"product->A,gm->B"
2,23,8b3488e3cf4b,gsm8k_skywork_prm_085,"product->A,gm->B"
2,24,51fafe0c35b0,math500_internlm2_7b_reward_041,"product->A,gm->B"
2,25,e802289004fb,gsm8k_internlm2_7b_reward_048,"gm->A,product->B"
2,26,78bf1abb3511,gsm8k_internlm2_7b_reward_032,"product->A,gm->B"
2,27,079e63f9072c,gsm8k_internlm2_7b_reward_046,"product->A,gm->B"
2,28,ea9e7e5f9ca5,gsm8k_skywork_prm_066,"product->A,gm->B"
2,29,d01eca5053df,math500_internlm2_7b_reward_078,"product->A,gm->B"
2,30,bed59e202f6d,math500_skywork_prm_056,"gm->A,product->B"
2,31,a70ec4e683d8,gsm8k_skywork_prm_090,"product->A,gm->B"
2,32,fd20ea573003,gsm8k_skywork_prm_069,"product->A,gm->B"
2,33,2a824851dcf1,math500_skywork_prm_025,"product->A,gm->B"
2,34,eef98f801fff,gsm8k_internlm2_7b_reward_005,"gm->A,product->B"
2,35,16fff55a12e8,gsm8k_skywork_prm_094,"product->A,gm->B"
2,36,09c62ddb64eb,gsm8k_internlm2_7b_reward_062,"product->A,gm->B"
2,37,af509ace1dbc,math500_skywork_prm_012,"product->A,gm->B"
2,38,92fc7e95eb5e,gsm8k_skywork_prm_041,"gm->A,product->B"
2,39,53fc5a8ed2a5,gsm8k_internlm2_7b_reward_065,"product->A,gm->B"
2,40,74cd700a351f,gsm8k_internlm2_7b_reward_053,"product->A,gm->B"
2,41,44cff86c1fd5,math500_internlm2_7b_reward_002,"product->A,gm->B"
2,42,56f9d0440194,gsm8k_internlm2_7b_reward_078,"gm->A,product->B"
2,43,1af976087535,gsm8k_internlm2_7b_reward_091,"gm->A,product->B"
2,44,0d1396a99aa8,gsm8k_skywork_prm_042,"product->A,gm->B"
2,45,78da0ce862e1,gsm8k_internlm2_7b_reward_029,"product->A,gm->B"
2,46,08ebc5bec50d,math500_skywork_prm_067,"gm->A,product->B"
2,47,c099765b56a2,math500_internlm2_7b_reward_032,"product->A,gm->B"
2,48,6de0c2e14368,math500_skywork_prm_036,"gm->A,product->B"
2,49,e1bac3dd0af8,math500_skywork_prm_030,"product->A,gm->B"
2,50,6433626d30d7,gsm8k_skywork_prm_068,"product->A,gm->B"
2,51,477d4668937a,math500_internlm2_7b_reward_039,"gm->A,product->B"
2,52,c9b90e6459b9,math500_internlm2_7b_reward_045,"product->A,gm->B"
2,53,253a23c9c2bb,math500_skywork_prm_048,"product->A,gm->B"
2,54,86e1923e66ab,gsm8k_internlm2_7b_reward_099,"product->A,gm->B"
2,55,02c10db40f20,math500_skywork_prm_010,"gm->A,product->B"
2,56,a055f8dc31ca,math500_internlm2_7b_reward_012,"product->A,gm->B"
2,57,ffd4b90a8514,math500_internlm2_7b_reward_044,"product->A,gm->B"
2,58,da0dd69948c7,math500_internlm2_7b_reward_086,"gm->A,product->B"
2,59,435e932aef3c,gsm8k_internlm2_7b_reward_060,"gm->A,product->B"
2,60,1e0765a6c0df,math500_skywork_prm_004,"gm->A,product->B"
2,61,a76ceb28dc4e,gsm8k_internlm2_7b_reward_019,"gm->A,product->B"
2,62,87377a38dbc2,math500_internlm2_7b_reward_020,"gm->A,product->B"
2,63,f5aa9f1feeb7,gsm8k_internlm2_7b_reward_023,"gm->A,product->B"
2,64,aa95d0af4d32,gsm8k_internlm2_7b_reward_063,"product->A,gm->B"
2,65,bb8e63a9d708,gsm8k_skywork_prm_047,"product->A,gm->B"
2,66,b65a2542f27e,math500_skywork_prm_006,"product->A,gm->B"
2,67,74c913ef4dd4,gsm8k_internlm2_7b_reward_013,"product->A,gm->B"
2,68,a78bc1193253,gsm8k_internlm2_7b_reward_020,"gm->A,product->B"
2,69,9630a89fb8c7,gsm8k_internlm2_7b_reward_086,"product->A,gm->B"
2,70,990ec7fadf1d,gsm8k_internlm2_7b_reward_007,"product->A,gm->B"
2,71,587cc87ead09,gsm8k_internlm2_7b_reward_089,"gm->A,product->B"
2,72,9fdeb3f7d85b,math500_skywork_prm_068,"product->A,gm->B"
2,73,d177ef91678d,gsm8k_skywork_prm_036,"gm->A,product->B"
2,74,d672e23e67fe,gsm8k_internlm2_7b_reward_026,"gm->A,product->B"
2,75,459b41804365,math500_internlm2_7b_reward_088,"product->A,gm->B"
2,76,40d49b8991f2,gsm8k_internlm2_7b_reward_093,"gm->A,product->B"
2,77,2c4a69a71dd4,gsm8k_skywork_prm_009,"product->A,gm->B"
2,78,b55a5038f75a,gsm8k_skywork_prm_045,"product->A,gm->B"
2,79,40d8271a20ad,gsm8k_skywork_prm_044,"gm->A,product->B"
2,80,eb2829a3e225,math500_skywork_prm_001,"gm->A,product->B"
2,81,d404cd86343f,gsm8k_skywork_prm_100,"product->A,gm->B"
2,82,25c211f41e97,math500_internlm2_7b_reward_091,"product->A,gm->B"
2,83,dde4c87fc50a,math500_internlm2_7b_reward_026,"gm->A,product->B"
2,84,18fd6f6487b9,gsm8k_skywork_prm_077,"gm->A,product->B"
2,85,4d8f71196b4d,math500_internlm2_7b_reward_053,"product->A,gm->B"
2,86,e4e81431fcd3,math500_skywork_prm_046,"product->A,gm->B"
2,87,7ab4391a06ad,math500_skywork_prm_017,"product->A,gm->B"
2,88,6c44d8f70e87,math500_internlm2_7b_reward_083,"gm->A,product->B"
2,89,e8f5bf6eb540,gsm8k_internlm2_7b_reward_010,"product->A,gm->B"
2,90,0235b7e55b04,gsm8k_internlm2_7b_reward_047,"gm->A,product->B"
2,91,d11b185d7c08,gsm8k_skywork_prm_050,"product->A,gm->B"
2,92,d4c8945551d9,gsm8k_internlm2_7b_reward_014,"product->A,gm->B"
2,93,fa746c447420,math500_skywork_prm_060,"product->A,gm->B"
2,94,3e94a82c1f3c,math500_internlm2_7b_reward_046,"gm->A,product->B"
2,95,ffd4bad29048,math500_internlm2_7b_reward_081,"product->A,gm->B"
2,96,932dedf9ebb8,math500_skywork_prm_050,"gm->A,product->B"
2,97,801c892459d7,math500_skywork_prm_002,"gm->A,product->B"
2,98,03884f35ee30,gsm8k_internlm2_7b_reward_088,"gm->A,product->B"
2,99,7788f79d6d9b,gsm8k_skywork_prm_032,"gm->A,product->B"
2,100,55856d7b21a3,gsm8k_skywork_prm_052,"product->A,gm->B"
2,101,6e021733e720,math500_skywork_prm_023,"product->A,gm->B"
2,102,0430ab6d1ede,gsm8k_internlm2_7b_reward_069,"product->A,gm->B"
2,103,6891337dc624,math500_internlm2_7b_reward_025,"gm->A,product->B"
2,104,f3e947063a1d,math500_skywork_prm_038,"gm->A,product->B"
2,105,1cf349eae04e,gsm8k_internlm2_7b_reward_006,"product->A,gm->B"
2,106,5de526b5eea0,math500_skywork_prm_057,"gm->A,product->B"
2,107,3ee0887027e6,math500_internlm2_7b_reward_090,"gm->A,product->B"
2,108,3fd67f264930,gsm8k_skywork_prm_013,"gm->A,product->B"
2,109,145100c57385,math500_skywork_prm_052,"gm->A,product->B"
2,110,25364fa9fb91,math500_internlm2_7b_reward_024,"gm->A,product->B"
2,111,6eac1b1d601d,gsm8k_skywork_prm_084,"gm->A,product->B"
2,112,20da3912882e,gsm8k_skywork_prm_079,"gm->A,product->B"
2,113,92493ba5e5de,math500_skywork_prm_009,"product->A,gm->B"
2,114,32c985a29c68,math500_skywork_prm_016,"gm->A,product->B"
2,115,acf66429f6bc,math500_internlm2_7b_reward_028,"product->A,gm->B"
2,116,3b20eced41e1,gsm8k_internlm2_7b_reward_002,"gm->A,product->B"
2,117,90b78afe3377,math500_internlm2_7b_reward_077,"product->A,gm->B"
2,118,3cadef3ee492,math500_skywork_prm_028,"product->A,gm->B"
2,119,6b2c5ad11b3e,gsm8k_skywork_prm_002,"product->A,gm->B"
2,120,bc11fae4e2ba,gsm8k_internlm2_7b_reward_076,"gm->A,product->B"
2,121,7c8075a57a50,math500_skywork_prm_020,"gm->A,product->B"
2,122,14db67a05b01,gsm8k_skywork_prm_038,"gm->A,product->B"
2,123,69a66decafad,math500_internlm2_7b_reward_096,"product->A,gm->B"
2,124,0a4b06c33d43,math500_internlm2_7b_reward_064,"product->A,gm->B"
2,125,455df6aa2fcd,math500_skywork_prm_018,"product->A,gm->B"
2,126,204013c12887,math500_skywork_prm_058,"gm->A,product->B"
2,127,c565dbc8212d,gsm8k_skywork_prm_083,"product->A,gm->B"
2,128,6507c25a99bc,gsm8k_internlm2_7b_reward_064,"gm->A,product->B"
2,129,3a84d3790ef5,math500_internlm2_7b_reward_097,"gm->A,product->B"
2,130,aa0b43485e27,gsm8k_skywork_prm_028,"gm->A,product->B"
2,131,3003f4a02fe7,gsm8k_skywork_prm_074,"product->A,gm->B"
2,132,23131037bb61,gsm8k_internlm2_7b_reward_039,"gm->A,product->B"
2,133,30967a05e57f,math500_internlm2_7b_reward_069,"product->A,gm->B"
2,134,a0d102eae822,gsm8k_internlm2_7b_reward_087,"product->A,gm->B"
2,135,99614891475b,gsm8k_internlm2_7b_reward_058,"product->A,gm->B"
2,136,4e2d389c9954,math500_internlm2_7b_reward_047,"product->A,gm->B"
2,137,aa512e72df41,gsm8k_skywork_prm_054,"gm->A,product->B"
2,138,5fa099c70d62,gsm8k_internlm2_7b_reward_056,"product->A,gm->B"
2,139,c44b89827ed6,gsm8k_internlm2_7b_reward_077,"product->A,gm->B"
2,140,d97571a24bbb,math500_internlm2_7b_reward_013,"gm->A,product->B"
2,141,c050737d135b,math500_skywork_prm_039,"gm->A,product->B"
2,142,edc0e56e470b,math500_skywork_prm_061,"product->A,gm->B"
2,143,c28fe081cd0a,gsm8k_skywork_prm_011,"product->A,gm->B"
2,144,8309adbc1418,math500_internlm2_7b_reward_062,"product->A,gm->B"
2,145,39283cbc4b2b,math500_skywork_prm_015,"product->A,gm->B"
2,146,c71cfd5554ab,math500_internlm2_7b_reward_006,"product->A,gm->B"
2,147,ae3b9a57ba9e,math500_skywork_prm_063,"gm->A,product->B"
2,148,82115501d48b,gsm8k_skywork_prm_099,"product->A,gm->B"
2,149,25be542327ca,math500_skywork_prm_026,"product->A,gm->B"
2,150,853a65dd7f88,gsm8k_internlm2_7b_reward_082,"gm->A,product->B"
2,151,de8bb5c383ad,math500_skywork_prm_054,"product->A,gm->B"
2,152,27af93a341ef,math500_skywork_prm_066,"gm->A,product->B"
